id,title,main_story,main_plus_extras,completionist,developers,publishers,platforms,genres
10925,Victoria II,25.5,83.5,261,Paradox Interactive,Paradox Interactive,PC,"Real-Time, Strategy"
10931,Vietcong,7.5,15.5,37,"Pterodon, Illusion Softworks",Gathering of Developers,PC,"First-Person, Tactical, Shooter"
10934,Viewtiful Joe,8,12,19,Capcom Production Studio 4,Capcom,"Nintendo GameCube, PlayStation 2","Action, Platforming, Beat 'em up"
10939,Vigilante,0.383333333,0.8,2,Irem,Data East,"Arcade, Sega Master System",Beat 'em Up
10941,Vigilante 8: 2nd Offense,19,25,25.5,Luxoflux,Activision,"Dreamcast, Nintendo 64, PlayStation","Action, Vehicular Combat"
40349,Viking Squad,4,6,8,Slick Entertainment,Slick Entertainment,PC,Beat 'em Up
10942,Viking: Battle for Asgard,13,16.5,20.5,The Creative Assembly,Sega,"PC, PlayStation 3, Xbox 360","Hack and slash, Action-adventure"
40164,Vikings: Wolves of Midgard,15,25.5,36.5,Games Farm,Kalypso Media Digital,"PC, PlayStation 4","Action, Role-Playing"
15349,Violett,5.5,6,7.5,Forever Entertainment,Forever Entertainment,"Nintendo Switch, PC",Adventure
39509,Virginia,2,2,3.5,Variable State,505 Games,"PC, PlayStation 4, Xbox One",Adventure
29344,Viridi,2.5,8.5,193,Ice Water Games,Ice Water Games,PC,Simulation
10945,Virtua Cop,0.816666667,2,1,Sega-AM2,Sega,"Arcade, PC, Sega Saturn","On-Rails, Shooter"
10946,Virtua Cop 2,0.966666667,2,2,Sega AM2,Sega,"Dreamcast, PC, Sega Saturn",Rail shooter
10949,Virtua Fighter 2,0.966666667,3.5,7,"Sega-AM2, 3D Ages (PS2)",Sega,"Arcade, PC, PlayStation 2, PlayStation 3, Sega Mega Drive/Genesis, Sega Saturn, Xbox 360",Fighting
10953,Virtua Fighter 5,1,2,7.5,Sega-AM2,Sega,"PlayStation 3, Xbox 360",Fighting
10954,Virtua Fighter 5: Final Showdown,0.633333333,3,2,SEGA-AM2,Sega,"PlayStation 3, Xbox 360, Xbox One",Fighting
10960,Virtua Racing,3.5,4,9,"Sega AM R&D #2, Time Warner Interactive (Saturn)","Sega, Time Warner Interactive (Saturn)","Sega 32X, Sega Mega Drive/Genesis, Sega Saturn",Racing
10964,Virtua Tennis 2009,30,36,72,Sumo Digital,Sega,"PC, Xbox 360",Sports
10968,Virtual Boy Wario Land,2,2.5,3,Nintendo R&D1,Nintendo,Virtual Boy,Platform
15329,Viscera Cleanup Detail: Santa's Rampage,2,4,6.5,RuneStorm,RuneStorm,PC,Simulation
15305,Viscera Cleanup Detail: Shadow Warrior,1.5,2,2,RuneStorm,Devolver Digital,PC,Action
45057,VITATIO 2,0.333333333,0.466666667,0.933333333,ColloseusX,Phat Phrog Studios,PC,Adventure
21101,Vlad the Impaler,1.5,2,8,Section Studios,Section Studios,PC,"Adventure, Role-Playing"
52323,VODKA,0.5,1,1,CharlieH,CharlieH,PC,"Action, Adventure"
25413,Voices from the Sea,0.7,0.85,1,Zeiva Inc,Zeiva Inc,PC,"Adventure, Visual Novel"
31910,Void & Meddler - Episode 1,1.5,1.5,3,"No CVT, BlackMuffin",Mi-Clos Studio,PC,"Point-and-Click, Adventure"
67475,Void Bastards,7.5,13,22,Blue Manchu,Humble Bundle,"PC, Xbox One","First-Person, Action, Roguelike, Shooter, Strategy, Survival"
32119,Void Invaders,2,4,5.5,VoidDev,Black Shell Media,PC,Action
25525,VoidExpanse,19.5,29.5,40,AtomicTorch Studio,AtomicTorch Studio,PC,"Top-Down, Action, Role-Playing, Simulation, Strategy"
13747,Volgarr the Viking,9.5,14,21.5,Crazy Viking Studios,Adult Swim Games,"PC, Xbox One","Action, Adventure, Platform"
29246,Volume,7,7.5,8,Bithell Games,Bithell Games,"PC, PlayStation 4, PlayStation Vita",Action
10987,Voodoo Vince,8.5,9.5,9.5,Beep Industries,Microsoft Game Studios,"PC, Xbox, Xbox One",Platform
28991,Vox Populi Vox Dei 2,2,2.5,3.5,Great Cogs,Great Cogs,PC,"Action, Adventure"
40100,VR: Vacate the Room,0.483333333,0.6,4,Heiko Ihde,Heiko Ihde,PC,"Virtual Reality, Adventure, Puzzle"
10864,V-Rally Edition '99,1.5,2,20,Eden Games,Atari Games,"Game Boy Color, Nintendo 64, PlayStation",Racing
10994,Wacky Wheels,0.95,2,4.5,Beavis Soft,Apogee Software,PC,Racing
11003,Waking Mars,6.5,8,8.5,Tiger Style,Tiger Style,"Mobile, PC","Action, Adventure, Platform"
11010,Wallace & Gromit Ep 1: Fright of the Bumblebees,2.5,2.5,3,Telltale Games,Aardman Animations,"PC, Xbox 360",Adventure
11011,Wallace & Gromit Ep 2: The Last Resort,2,2,2,Telltale Games,Aardman Animations,PC,"Point-and-Click, Adventure"
11012,Wallace & Gromit Ep 3: Muzzled!,2,2,2.5,Telltale Games,Aardman Animations,"PC, Xbox 360","Point-and-Click, Adventure"
11013,Wallace & Gromit Ep 4: The Bogey Man,2.5,2.5,2.5,Telltale Games,Aardman Animations,PC,"Point-and-Click, Adventure"
21229,Wallace & Gromit in Project Zoo,8.5,11.5,20,Frontier Developments,BAM! Entertainment,PlayStation 2,Platform
11009,WALL-E,5.5,7.5,11,Heavy Iron Studios,"Disney Interactive Studios, Play THQ","Nintendo DS, PC, PlayStation 2, PlayStation 3, PSP, Xbox 360",Adventure
37858,Waltz of the Wizard,0.533333333,0.55,0.9,Aldin Dynamics,Aldin Dynamics,"Oculus Rift, PC","Virtual Reality, Adventure"
38204,Wand Wars,0.316666667,2.5,5,Moonradish,Moonradish,"PC, PlayStation 4",Action
51285,Wandering In Space,0.25,0.266666667,0.266666667,Evil Games,Evil Games,PC,Visual Novel
11017,Wanderlust: Rebirth,8,13,35.5,Yeti Trunk,Chucklefish,PC,Role-Playing
61375,Wandersong,9,11,11.5,Greg Lobanov,Greg Lobanov,"Nintendo Switch, PC, PlayStation 4","Adventure, Music/Rhythm, Platform"
11020,Wanted: Weapons of Fate,5,6.5,14,GRIN,Universal Studios,"PC, PlayStation 3, Xbox 360",Third-person shooter
11030,Warcraft II: Battle.net Edition,19.5,20,30,Blizzard Entertainment,Blizzard Entertainment,PC,Real-time Strategy
11031,Warcraft II: Beyond the Dark Portal,17.5,17.5,18,Cyberlore Studios,Blizzard Entertainment,PC,Real-time strategy
11033,Warcraft II: Tides of Darkness,21,25,33,Blizzard Entertainment,"PC, Mac OS Blizzard Entertainment (North America), Ubisoft (Europe), Saturn, PlayStation Electronic Arts (North America,","PC, PlayStation",Real-time strategy
11034,Warcraft III: Reign of Chaos,21,26.5,31.5,Blizzard Entertainment,Blizzard Entertainment,PC,Real-time strategy
11035,Warcraft III: The Frozen Throne,18,28,33.5,Blizzard Entertainment,"Blizzard Entertainment (North America), Sierra Entertainment (Europe), Capcom (Japan), Sonokong (South Korea)",PC,Real-time strategy
11036,Warcraft: Orcs & Humans,15,15.5,17,Blizzard Entertainment,"NA: Blizzard Entertainment, EU: Interplay Entertainment",PC,Real-time strategy
35442,Warden: Melody of the Undergrowth,5.5,7.5,16.5,Cardboard Keep,Cardboard Keep,PC,"Action, Adventure"
11038,Wargame: European Escalation,40,41.5,57,Eugen Systems,Focus Home Interactive,PC,"Real-Time, Tactical"
61653,Wargroove,18.5,38.5,81.5,Chucklefish,Chucklefish,"Nintendo Switch, PC",Strategy
23072,Warhammer Quest,21.5,25,38,"Rodeo Games, Twistplay",Chilled Mouse,"iOS, PC","Role-Playing, Strategy"
30662,Warhammer: End Times - Vermintide,8,33.5,149,Fatshark,Fatshark,"PC, PlayStation 4, Xbox One","First-Person, Shooter"
11063,Wario Land 3,12,14,20,Nintendo R&D1,Nintendo,"Game Boy Advance, Game Boy Color, Nintendo 3DS","Action, Adventure"
11064,Wario Land 4,6,7.5,10,Nintendo R&D1,Nintendo,"Game Boy Advance, Nintendo 3DS, Nintendo DS, Wii U","Action, Adventure"
11065,Wario Land II,5,8,14.5,Nintendo R&D1,Nintendo,"Game Boy, Game Boy Advance, Game Boy Color, Nintendo 3DS","Action, Adventure"
11066,Wario Land: Shake It!,6.5,11.5,21,Good-Feel,Nintendo,"Wii, Wii U",Platform
11067,Wario Land: Super Mario Land 3,4,5.5,10.5,Nintendo R&D1,Nintendo,"Game Boy, Game Boy Advance, Game Boy Color, Nintendo 3DS",Platformer
11068,Wario World,5.5,6.5,7,Treasure,Nintendo,Nintendo GameCube,Platforming
11071,WarioWare D.I.Y.,2,6,23.5,"Nintendo SPD Group No.1, Intelligent Systems",Nintendo,Nintendo DS,Action
54138,WarioWare Gold,2,5.5,25,"Nintendo EPD, Intelligent Systems",Nintendo,Nintendo 3DS,"Action, Arcade, Puzzle"
11075,WarioWare: Smooth Moves,2.5,5,7.5,"Nintendo SPD Group No. 1, Intelligent Systems",Nintendo,"Wii, Wii U",Party
11077,WarioWare: Touched!,2,3.5,8,"Nintendo SPD Group No. 1, Intelligent Systems",Nintendo,"Nintendo 2DS, Nintendo 3DS, Nintendo DS, Wii U",Action
11078,WarioWare: Twisted!,1.5,6,14,"Nintendo SPD Group No. 1, Intelligent Systems",Nintendo,Game Boy Advance,Action
17892,Warlock 2: The Exiled,23.5,37.5,226,Ino-Co Plus,Paradox Interactive,PC,"Turn-Based, Strategy"
11081,Warlock: Master of the Arcane,10.5,21.5,42,1C:Ino-Co Plus,Paradox Interactive,PC,"Turn-Based, Strategy"
11086,Warp,5,7,9,Trapdoor,Electronic Arts,"PC, PlayStation 3, Xbox 360",Action
11090,Warriors Orochi,6.5,11.5,42,"Koei, Omega Force",Koei,"PC, PlayStation 2, Xbox 360",Hack and Slash
11091,Warriors Orochi 2,17.5,28.5,47.5,"Koei, Omega Force",Koei,"PlayStation 2, PSP, Xbox 360",Hack and Slash
11092,Warriors Orochi 3,26,43,94,Omega Force,Tecmo Koei,"PlayStation 3, Xbox 360",Hack and Slash
13280,Wars and Warriors: Joan of Arc,18,19,20,Enlight,Enlight,PC,"Real-Time, Action, Strategy"
11094,Warship Gunner 2,44,47,141,Micro Cabin,Koei,PlayStation 2,Vehicle simulation
11097,WarTech: Senko no Ronde,0.916666667,3,101,G.rev,Sega,Xbox 360,"Fighting, Shooter"
11098,Wasteland,30.5,38.5,39.5,Interplay Productions,Electronic Arts,"Commodore 64, PC",Role-Playing
11099,Wasteland 2,39.5,64,110,InXile Entertainment,InXile Entertainment,"PC, PlayStation 4, Xbox One","Top-Down, Turn-Based, Role-Playing, Survival"
11100,Wasteland Angel,3,3,3.5,Octane Games,Meridian4,PC,"Vehicular Combat, Shoot 'em up"
11101,Watch Dogs,19,33.5,56.5,Ubisoft Montreal,Ubisoft,"PC, PlayStation 3, PlayStation 4, Wii U, Xbox 360, Xbox One","Third-Person, Action, Adventure, Open World, Sandbox, Shooter, Stealth"
37861,Watch Dogs 2,19,31,41.5,Ubisoft Montreal,Ubisoft,"PC, PlayStation 4, Xbox One","Third-Person, Action, Open World, Shooter"
47258,Watch Dogs 2: Human Conditions,3,4.5,15.5,Ubisoft Montreal,Ubisoft,"PC, PlayStation 4, Xbox One","Third-Person, Action, Open World, Shooter"
47259,Watch Dogs 2: No Compromise,1.5,1.5,1.5,Ubisoft Montreal,Ubisoft,"PC, PlayStation 4, Xbox One","Third-Person, Action, Open World, Shooter"
21312,Watch Dogs: Bad Blood DLC,4,7.5,17,Ubisoft Montreal,Ubisoft,"PC, PlayStation 3, PlayStation 4, Xbox 360, Xbox One","Third-Person, Action, Adventure, Shooter"
39475,Watch Dogs: Breakthrough DLC,0.416666667,0.75,0.766666667,Ubisoft Montreal,Ubisoft,"PC, Xbox One","Third-Person, Action, Adventure, Open World"
23119,Watch Dogs: Conspiracy DLC,0.816666667,0.95,1,Ubisoft,Ubisoft,"PC, PlayStation 4, Xbox One","Third-Person, Shooter"
39474,Watch Dogs: Signature Shot DLC,0.316666667,0.333333333,0.35,Ubisoft Montreal,Ubisoft,"PC, Xbox One","Third-Person, Action, Adventure, Open World"
39476,Watch Dogs: The Palace DLC,0.5,0.5,0.533333333,Ubisoft Montreal,Ubisoft,"PC, Xbox One","Third-Person, Action, Adventure, Open World"
11102,Watchmen: The End Is Nigh - Part 1,3,3,3,Deadline Games,Warner Bros. Interactive Entertainment,"PC, PlayStation 3, Xbox 360",Action
11106,Wave Race 64,7.5,9,20,Nintendo EAD,Nintendo,Nintendo 64,Racing
11107,Wave Race: Blue Storm,4,11,30,NST,Nintendo,Nintendo GameCube,Racing
11112,Way of the Samurai,5.5,18,55.5,Acquire,"Spike (JP), BAM! Entertainment (NA), Eidos Interactive (PAL)","PlayStation 2, PSP","Action, Adventure, Role-Playing"
11114,Way of the Samurai 3,5.5,23,94,Acquire,"JP: Spike, NA: Agetec (PS3), NA: UFO Interactive Games (Xbox 360), EU: Gamebridge","PC, PlayStation 3, Xbox 360",Action-adventure
11115,Way of the Samurai 4,12,26.5,62.5,Acquire,"XSEED Games, NIS America","PC, PlayStation 3","Action, Adventure"
42866,WayOut (2016),3,5,7.5,Konstructors,GrabTheGames,PC,"Puzzle, Strategy"
11116,WCW Mayhem,5,15,30,"Electronic Arts, Kodiak Interactive",Electronic Arts,"Nintendo 64, PlayStation",Fighting
11118,WCW/nWo Revenge,4,19.5,21,"Asmik Ace Entertainment, AKI Corporation",THQ,Nintendo 64,Fighting
34949,We Are The Dwarves,9.5,9.5,21,Whale Rock Games,Whale Rock Games,PC,"Adventure, Tactical"
27102,We Happy Few,20.5,43.5,85,Compulsion Games,Gearbox Publishing,"PC, PlayStation 4, Xbox One","First-Person, Survival, Survival Horror"
11120,We Love Katamari,8,10,12,"Namco, NOW Production","Namco, Electronic Arts",PlayStation 2,"Third-person, Puzzle, Action"
16899,Weapon Shop De Omasse,9,9.5,12,Level-5 Inc.,"LEVEL-5 International America, Inc.",Nintendo 3DS,Role-Playing
45271,Weapon Shop Fantasy,18,48,81,Digdog Studio,Digdog Studio,PC,Role-Playing
11124,Weird Worlds: Return to Infinite Space,0.55,1.5,2,Digital Eel,Digital Eel,PC,Roguelike
38129,Welcome to the Game,1,4,7,Reflect Studios,Reflect Studios,PC,Survival Horror
55367,Welcome to the Game II,3.5,4,4.5,Reflect Studios,Reflect Studios,PC,Strategy
48134,West of Loathing,8,12,17.5,Asymmetric,Asymmetric,"Nintendo Switch, PC",Role-Playing
44771,Western 1849: Reloaded,2,5,8.5,Nawia Games,Nawia Games,PC,Action
41737,Western Press,0.433333333,0.816666667,2,Bandit-1,Surprise Attack,PC,Action
11127,Wet,7,11,14,Artificial Mind and Movement,Bethesda Softworks,"PlayStation 3, Xbox 360","Third-person shooter, action"
64098,What Never Was,0.466666667,0.533333333,0.5,Acke Hallgren,Acke Hallgren,PC,Adventure
45392,What Remains of Edith Finch,2,2.5,3,Giant Sparrow,Annapurna Pictures,"PC, PlayStation 4, Xbox One",Adventure
11134,Wheelman,8,11.5,16.5,"Midway Studios - Newcastle, Tigon Studios","Midway Games, Ubisoft","PC, PlayStation 3, Xbox 360","Action-adventure, Driving, Sandbox"
40120,Wheels of Aurelia,0.383333333,2.5,5,Santa Ragione,Santa Ragione,"Nintendo Switch, PC, PlayStation 4, Xbox One",Adventure
11135,When Vikings Attack,3.5,4.5,5,SCEA,Sony Computer Entertainment,"PlayStation 3, PlayStation Vita",Action
11139,Where Is My Heart?,2,3.5,3.5,Die Gute Fabrik,Die Gute Fabrik,"PC, PlayStation Vita",Puzzle
11140,Where the Wild Things Are,4.5,7,10,"Griptonite Games, WayForward Technologies (DS)",Warner Bros. Games,"PlayStation 3, Xbox 360",Platform
19507,Where's my Mom?,0.683333333,1,1,"CityMayor Games, ThePCGamer101",CityMayor Games,PC,"Top-Down, Adventure, Role-Playing"
11141,Where's Waldo?,0.283333333,0.583333333,1.5,Bethesda Softworks,THQ,NES,Puzzle
56591,while True: learn(),7.5,8.5,11,Luden.io,Nival,PC,"Educational, Simulation"
11144,Whirl Tour,3,3.5,5,Papaya Studio,Vivendi Games,PlayStation 2,Sports
19502,Whispering Willows,2.5,3,3,Night Light Interactive,Night Light Interactive,"PC, PlayStation 4, PlayStation Vita, Xbox One",Adventure
11145,White Knight Chronicles,25.5,51,101,"Level-5, SCE Japan Studio",Sony Computer Entertainment,PlayStation 3,Console RPG
11146,White Knight Chronicles II,40,73,377,"Level-5, SCE Japan Studio","JP: SCEJ, EU: SCEE, NA: D3 Publisher",PlayStation 3,Role-playing
21729,White Night,6,6.5,8,OSome Studio,Activision,"PC, PlayStation 4, Xbox One",Adventure
32547,Who Is Mike,0.3,0.766666667,2,Fervent,Afterthought Studios,PC,Visual Novel
11150,Who Wants to Be a Millionaire?,0.366666667,0.433333333,4,Various,Various,"PC, PlayStation",Puzzle
11151,Who's That Flying?!,1.5,3,3.5,Mediatonic,Kalypso Media Digital,"PC, PSP",Action
28664,Why Am I Dead At Sea,5,6,7,Peltast Software,Peltast Software,"Mac, PC","Adventure, Role-Playing"
11156,Wii Music,5,5,12.5,Nintendo EAD,Nintendo,Wii,Music
11157,Wii Play,4,11.5,31.5,Nintendo EAD,Nintendo,Wii,Party
11163,Wild Arms,28.5,30,46,Media.Vision,"Sony Computer Entertainment, Inc.","PlayStation, PlayStation 3, PlayStation Vita, PSP",Role-playing
11164,Wild Arms 2,41,46.5,70,Media.Vision,Sony Computer Entertainment,"PlayStation, PlayStation 3, PlayStation Vita, PSP",Western steampunk role-playing game
11165,Wild Arms 3,37.5,46.5,84.5,Media.Vision,Sony Computer Entertainment,"PlayStation 2, PlayStation 4","Western, Steampunk, role-playing"
11166,Wild Arms 4,27,28,33,Media.Vision,"SCEI (JP), XSEED Games (NA), 505 Games (PAL)",PlayStation 2,Role-playing
11168,Wild Arms Alter Code: F,31.5,54,95,Media.Vision,"JP: SCEI, NA: Agetec",PlayStation 2,RPG
11170,Wild Arms XF,50.5,67,77.5,Media.Vision,"JP: Sony Computer Entertainment, NA: XSEED Games, EU: 505 Games",PSP,Tactical RPG
46469,Will: A Wonderful World,10,11,16,WMY Studio,WMY Studio,"Nintendo Switch, PC","Adventure, Puzzle"
11180,Willow,2,3,12,Capcom,Capcom,"Arcade, NES","Action, Role-Playing"
11186,Windosill,0.6,0.583333333,0.65,"Vectorpark, Inc.","Vectorpark, Inc.",PC,"Point-and-Click, Adventure, Puzzle"
11188,Wing Commander,8,10,14,Origin Systems,Origin Systems,"Amiga, PC, Super Nintendo/Famicom",Simulation
11193,Wing Commander III: Heart of the Tiger,12,36,110,Origin Systems,Origin Systems,"3DO, PC",Space combat simulation
11194,Wing Commander IV: The Price of Freedom,12,12.5,33.5,Origin Systems,Electronic Arts,"PC, PlayStation",Space combat simulator
37739,Winged Knights: Penetration,0.083333333,0.583333333,1,Digital Homicide Studios,Digital Homicide Studios,PC,"Action, Arcade"
23220,Wings of Vi,23,38,74,Grynsoft,Grynsoft,PC,"Action, Adventure, Platform"
11209,Wipeout 2048,5,15.5,41.5,SCE Studio Liverpool,SCEE,"PlayStation 4, PlayStation Vita",Racing
11215,Wipeout HD,14.5,17.5,23.5,SCE Studio Liverpool,SCEE,"PlayStation 3, PlayStation 4",Racing
11216,Wipeout HD Fury,11,19.5,41.5,SCE Studio Liverpool,SCEE,"PlayStation 3, PlayStation 4","First-Person, Third-Person, Real-Time, Racing"
11217,Wipeout Pulse,8,10,41,Sony Studio Liverpool,Sony Computer Entertainment,"PlayStation 2, PSP",Racing
11218,Wipeout Pure,7,13,22.5,Sony Studio Liverpool,Sony Computer Entertainment,PSP,Racing
11219,Wipeout XL / Wipeout 2097,1,4,25,Psygnosis,Psygnosis,"PC, PlayStation",Racing
23741,Without Within,0.333333333,0.316666667,0.333333333,InvertMouse,InvertMouse,PC,Visual Novel
33223,Without Within 2,1.5,2,2,InvertMouse,InvertMouse,PC,Visual Novel
26294,Wizard of Legend,6,15.5,20.5,Contingent99,Contingent99,"Nintendo Switch, PC","Action, Adventure"
11236,Wizardry VII: Crusaders of the Dark Savant,66,100,109,Sir-tech Software,Sir-tech Software,PC,Role-Playing
11241,Wizards & Warriors,3,3,3,Rare,"Acclaim, Jaleco",NES,"Action, Platform"
11246,Wizorb,4,6,13,Tribute Games,Tribute Games,PC,"Action, Adventure, Indie"
22707,Woah Dave!,0.966666667,10,14,MiniVisions,Choice Provisions,"Nintendo 3DS, PC, PlayStation 4, PlayStation Vita",Action
11249,Wolfenstein (2009),9,11,12,"Raven Software, id Software, Pi Studios, Endrant Studios",Activision,"PC, PlayStation 3, Xbox 360","First-Person, Shooter"
11250,Wolfenstein 3D,7,10,10.5,id Software,Apogee Software,"Atari Jaguar, Game Boy Advance, PC, PlayStation 3, Super Nintendo/Famicom, Xbox 360, Xbox One","First-Person, Shooter"
11251,Wolfenstein 3D: Spear of Destiny,4.5,6,7,id Software,"FormGen Corporation, Activision, Valve Corporation",PC,"First-Person, Shooter"
53049,Wolfenstein II: The Freedom Chronicles - Episode 0,0.666666667,2,3.5,Machine Games,Bethesda Softworks,"PC, Xbox One","First-Person, Action, Adventure, Shooter"
51579,Wolfenstein II: The Freedom Chronicles - Episode 1,1.5,2,3.5,Machine Games,Bethesda Softworks,PC,"First-Person, Action, Adventure"
57565,Wolfenstein II: The Freedom Chronicles - Episode 2,1,2,2,Machine Games,Bethesda Softworks,PC,"First-Person, Shooter"
57601,Wolfenstein II: The Freedom Chronicles - Episode 3,2,2.5,3,Machine Games,Bethesda Softworks,PC,"First-Person, Shooter"
46420,Wolfenstein II: The New Colossus,10.5,16.5,32,Machine Games,Bethesda Softworks,"Nintendo Switch, PC, PlayStation 4, Xbox One","First-Person, Shooter"
11252,Wolfenstein RPG,3.5,6,7.5,id Software,EA Mobile (Mobile),Mobile,First-person shooter
16886,Wolfenstein: The New Order,11.5,15.5,24.5,MachineGames,Bethesda Softworks,"PC, PlayStation 3, PlayStation 4, Xbox 360, Xbox One","First-Person, Shooter"
24484,Wolfenstein: The Old Blood,6,8.5,15.5,Machine Games,Bethesda Softworks,"PC, PlayStation 4, Xbox One","First-Person, Shooter"
11257,Wonder Boy,2.5,3,3.5,"Escape, Sega",Sega,Sega Master System,"Side, Scrolling, Platform"
11259,Wonder Boy III: The Dragon's Trap,5.5,6.5,7,Westone,Sega,"Sega Game Gear, Sega Master System, TurboGrafx-16",Platform
11260,Wonder Boy in Monster Land,1,5,10.5,Sega,Sega,"PlayStation 3, Sega Master System, Xbox 360",Platform
11261,Wonder Boy in Monster World,6,6.5,7,Westone,Sega,"PC, PlayStation 3, Sega Mega Drive/Genesis, Xbox 360","Action, Adventure"
45210,Wonder Boy: The Dragon's Trap (2017),5,5.5,7,Lizardcube,DotEmu,"Nintendo Switch, PC, PlayStation 4, Xbox One","Side, Scrolling, Action, Platform"
48655,Wonderful Everyday Down the Rabbit-Hole,51.5,54,54.5,KeroQ,Frontwing USA,PC,Visual Novel
20887,Woolfe: The Red Hood Diaries,2,3,5,GRIN Gamestudio,GRIN Gamestudio,PC,"Action, Adventure, Platform"
11984,World Driver Championship,35,39,44,Boss Game Studios,Midway,Nintendo 64,Racing
